departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Muerto,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicador manual - PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicacion de cultivos ilicitos
ANTIOQUIA,5,SAN LUIS,5660,Rural,Quebrada Minarica,2008,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.058611111,-75.06555556,Accidente por MAP,"(6.058611111, -75.06555556)",Fuerza pública
CAQUETA,18,SAN JOSÉ DEL FRAGUA,18610,Rural,Vereda Buenos Aires,2009,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.270555556,-76.19138889,Accidente por MAP,"(1.270555556, -76.19138889)",Fuerza pública
VALLE DEL CAUCA,76,PRADERA,76563,Rural,Sin información,2009,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.433,-76.083,Accidente por MAP,"(3.433, -76.083)",Fuerza pública
HUILA,41,PALERMO,41524,Rural,Vereda Las Brisas,2008,12,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,2.892986944,-75.44086194,Accidente por MAP,"(2.892986944, -75.44086194)",Fuerza pública
HUILA,41,PALERMO,41524,Rural,Vereda Las Brisas,2008,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.892986944,-75.44086194,Accidente por MAP,"(2.892986944, -75.44086194)",Fuerza pública
HUILA,41,PALERMO,41524,Rural,Vereda Las Brisas,2008,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.892986944,-75.44086194,Accidente por MAP,"(2.892986944, -75.44086194)",Fuerza pública
HUILA,41,PALERMO,41524,Rural,Vereda Las Brisas,2008,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.892986944,-75.44086194,Accidente por MAP,"(2.892986944, -75.44086194)",Fuerza pública
HUILA,41,PALERMO,41524,Rural,Vereda Las Brisas,2008,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.892986944,-75.44086194,Accidente por MAP,"(2.892986944, -75.44086194)",Fuerza pública
CORDOBA,23,TIERRALTA,23807,Rural,Río Antezales,2008,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.445833333,-76.14361111,Accidente por MAP,"(7.445833333, -76.14361111)",Fuerza pública
CORDOBA,23,TIERRALTA,23807,Rural,Río Antezales,2008,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.445833333,-76.14361111,Accidente por MAP,"(7.445833333, -76.14361111)",Fuerza pública
CORDOBA,23,TIERRALTA,23807,Rural,Río Antezales,2008,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.445833333,-76.14361111,Accidente por MAP,"(7.445833333, -76.14361111)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Los Campamentos,2008,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.222222222,-75.05833333,Accidente por MAP,"(7.222222222, -75.05833333)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Los Campamentos,2008,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.222222222,-75.05833333,Accidente por MAP,"(7.222222222, -75.05833333)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,Vereda Los Campamentos,2008,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.222222222,-75.05833333,Accidente por MAP,"(7.222222222, -75.05833333)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda Betania,2009,4,Menor de 18 años,Indigena,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda Betania,2009,4,Mayor de 18 años,Indigena,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda Betania,2009,4,Mayor de 18 años,Indigena,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda Betania,2009,4,Mayor de 18 años,Indigena,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda Betania,2009,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.479166667,-77.76388889,Accidente por MAP,"(1.479166667, -77.76388889)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda Conguital,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.369444444,-75.77694444,Accidente por MAP,"(7.369444444, -75.77694444)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda Conguital,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.369444444,-75.77694444,Accidente por MAP,"(7.369444444, -75.77694444)",Fuerza pública
VAUPES,97,CARURÚ,97161,Rural,Arara,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.115,-71.56083333,Accidente por MAP,"(1.115, -71.56083333)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Embaretado,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.491666667,-75.47361111,Accidente por MAP,"(7.491666667, -75.47361111)",Fuerza pública
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,95001,Rural,El Barranco Colorado,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.801944444,-71.81972222,Accidente por MAP,"(2.801944444, -71.81972222)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Quebrada Ciénaga,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.448333333,-75.45333333,Accidente por MAP,"(7.448333333, -75.45333333)",Fuerza pública
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Sin información,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Erradicador manual - PCI
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Sin información,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Erradicador manual - PCI
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Sin información,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)",Erradicador manual - PCI
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda San Diego,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.525833333,-77.77944444,Accidente por MAP,"(1.525833333, -77.77944444)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda San Diego,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.525833333,-77.77944444,Accidente por MAP,"(1.525833333, -77.77944444)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Tagual,2010,3,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,7.286388889,-75.95944444,Accidente por MAP,"(7.286388889, -75.95944444)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,El Edén,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.341388889,-75.95,Accidente por MAP,"(7.341388889, -75.95)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Esmeralda,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.033888889,-73.885,Accidente por MAP,"(3.033888889, -73.885)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Alto El Tigre,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.342777778,-73.05,Accidente por MAP,"(8.342777778, -73.05)",Fuerza pública
HUILA,41,ISNOS,41359,Rural,Las Quisayas,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.929816,-76.216388,Accidente por MAP,"(1.929816, -76.216388)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,54003,Rural,El Llanon,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.248055556,-73.03972222,Accidente por MAP,"(8.248055556, -73.03972222)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Cuchilla Galerón,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.371388889,-73.02611111,Accidente por MAP,"(8.371388889, -73.02611111)",Fuerza pública
CAUCA,19,CORINTO,19212,Rural,Vereda San Pablo,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.168611111,-76.18027778,Accidente por MAP,"(3.168611111, -76.18027778)",Fuerza pública
CAUCA,19,CORINTO,19212,Rural,Vereda San Pablo,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.168611111,-76.18027778,Accidente por MAP,"(3.168611111, -76.18027778)",Fuerza pública
CAUCA,19,CORINTO,19212,Rural,Vereda San Pablo,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.168611111,-76.18027778,Accidente por MAP,"(3.168611111, -76.18027778)",Fuerza pública
CAUCA,19,CORINTO,19212,Rural,Vereda San Pablo,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.168611111,-76.18027778,Accidente por MAP,"(3.168611111, -76.18027778)",Fuerza pública
ARAUCA,81,TAME,81794,Rural,El Tropezón,2010,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.486666667,-71.38388889,Accidente por MAP,"(6.486666667, -71.38388889)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,54003,Rural,El Llanon,2010,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,8.248055556,-73.04,Accidente por MAP,"(8.248055556, -73.04)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,54003,Rural,El Llanon,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.248055556,-73.04,Accidente por MAP,"(8.248055556, -73.04)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,54003,Rural,El Llanon,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.248055556,-73.04,Accidente por MAP,"(8.248055556, -73.04)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,54003,Rural,El Llanon,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.248055556,-73.04,Accidente por MAP,"(8.248055556, -73.04)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,54003,Rural,Cerró San Luis,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.245833333,-73.0325,Accidente por MAP,"(8.245833333, -73.0325)",Fuerza pública
NORTE DE SANTANDER,54,ÁBREGO,54003,Rural,Cerró San Luis,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.245833333,-73.0325,Accidente por MAP,"(8.245833333, -73.0325)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Cuchilla Galerón,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.378055556,-73.02805556,Accidente por MAP,"(8.378055556, -73.02805556)",Fuerza pública
ARAUCA,81,ARAUQUITA,81065,Rural,Tres Cruces,2010,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.810555556,-71.08722222,Accidente por MAP,"(6.810555556, -71.08722222)",Fuerza pública
ARAUCA,81,ARAUQUITA,81065,Rural,Tres Cruces,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.810555556,-71.08722222,Accidente por MAP,"(6.810555556, -71.08722222)",Fuerza pública
ANTIOQUIA,5,URRAO,5847,Rural,Río Murry,2010,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.546666667,-76.43916667,Accidente por MAP,"(6.546666667, -76.43916667)",Fuerza pública
VALLE DEL CAUCA,76,FLORIDA,76275,Rural,Vereda Cajones,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.266388889,-76.11583333,Accidente por MAP,"(3.266388889, -76.11583333)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,La Alemana,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.328611111,-75.29361111,Accidente por MAP,"(7.328611111, -75.29361111)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda La Paloma,2009,7,Mayor de 18 años,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NORTE DE SANTANDER,54,SAN CALIXTO,54670,Rural,Vereda San Luis,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.457222222,-73.11805556,Accidente por MAP,"(8.457222222, -73.11805556)",Fuerza pública
VALLE DEL CAUCA,76,TULUÁ,76834,Rural,Vereda El Vergel,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,4.027777778,-76.1,Accidente por MAP,"(4.027777778, -76.1)",Fuerza pública
CAQUETA,18,SOLANO,18756,Rural,El Jardín,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.035833333,-75.12555556,Accidente por MAP,"(1.035833333, -75.12555556)",Fuerza pública
VALLE DEL CAUCA,76,FLORIDA,76275,Rural,Vereda Cajones,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.241388889,-76.10361111,Accidente por MAP,"(3.241388889, -76.10361111)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda El Tigre,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.473888889,-77.82222222,Accidente por MAP,"(1.473888889, -77.82222222)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Quebrada Bocanegra,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.416666667,-75.43805556,Accidente por MAP,"(7.416666667, -75.43805556)",Fuerza pública
META,50,MESETAS,50330,Rural,Las Colinas,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.235,-74.07472222,Accidente por MAP,"(3.235, -74.07472222)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,El Suspiro,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.281111111,-75.94638889,Accidente por MAP,"(7.281111111, -75.94638889)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Planadas,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.470833333,-77.84333333,Accidente por MAP,"(1.470833333, -77.84333333)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda La Montufar,2008,3,Mayor de 18 años,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Transito por via usual
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda La Montufar,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.473055556,-77.83666667,Accidente por MAP,"(1.473055556, -77.83666667)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda Los Pinos,2008,11,Mayor de 18 años,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
META,50,VISTAHERMOSA,50711,Rural,Vereda Los Pinos,2008,11,Mayor de 18 años,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
META,50,VISTAHERMOSA,50711,Rural,Vereda Los Pinos,2008,11,Mayor de 18 años,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Erradicador manual - PCI
ANTIOQUIA,5,APARTADÓ,5045,Rural,Vereda Chontalito,2010,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,7.941666667,-76.51555556,Accidente por MAP,"(7.941666667, -76.51555556)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,5045,Rural,Vereda Chontalito,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.941666667,-76.51555556,Accidente por MAP,"(7.941666667, -76.51555556)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda Buenavista,2010,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,1.492777778,-77.71722222,Accidente por MAP,"(1.492777778, -77.71722222)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda Buenavista,2010,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,1.492777778,-77.71722222,Accidente por MAP,"(1.492777778, -77.71722222)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda Buenavista,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.492777778,-77.71722222,Accidente por MAP,"(1.492777778, -77.71722222)",Fuerza pública
VALLE DEL CAUCA,76,FLORIDA,76275,Rural,Vereda Los Alpes,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.251944444,-76.10861111,Accidente por MAP,"(3.251944444, -76.10861111)",Fuerza pública
CAUCA,19,EL TAMBO,19256,Rural,Huisito,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.463333333,-77.05972222,Accidente por MAP,"(2.463333333, -77.05972222)",Fuerza pública
VICHADA,99,CUMARIBO,99773,Rural,Puerto Príncipe,2010,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,3.799166667,-70.59277778,Accidente por MAP,"(3.799166667, -70.59277778)",Fuerza pública
CAUCA,19,CALOTO,19142,Rural,Vereda El Placer,2010,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza pública
CAUCA,19,CALOTO,19142,Rural,Vereda El Placer,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza pública
CAUCA,19,CALOTO,19142,Rural,Vereda El Placer,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza pública
CAUCA,19,CALOTO,19142,Rural,Vereda El Placer,2010,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza pública
CAUCA,19,CALOTO,19142,Rural,Vereda El Placer,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.096388889,-76.30388889,Accidente por MAP,"(3.096388889, -76.30388889)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Vereda Los Milagros-Ejer Location,2010,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,8.78,-72.73388889,Accidente por MAP,"(8.78, -72.73388889)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda Vegas De San José,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.775,-73.17277778,Accidente por MAP,"(8.775, -73.17277778)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,86568,Rural,Vereda La Piña,2010,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,0.3419444444,-76.43916667,Accidente por MAP,"(0.3419444444, -76.43916667)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,86568,Rural,Vereda La Piña,2010,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,0.3419444444,-76.43916667,Accidente por MAP,"(0.3419444444, -76.43916667)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,86568,Rural,Vereda La Piña,2010,4,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,0.3419444444,-76.43916667,Accidente por MAP,"(0.3419444444, -76.43916667)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,86568,Rural,Vereda La Piña,2010,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.3419444444,-76.43916667,Accidente por MAP,"(0.3419444444, -76.43916667)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda La Horqueta,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.041111111,-73.88361111,Accidente por MAP,"(3.041111111, -73.88361111)",Fuerza pública
HUILA,41,SAN AGUSTÍN,41668,Rural,Vereda La Esperanza,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.825277778,-76.34777778,Accidente por MAP,"(1.825277778, -76.34777778)",Fuerza pública
ANTIOQUIA,5,BRICEÑO,5107,Rural,Vereda Pueblo Nuevo,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.098333333,-75.63027778,Accidente por MAP,"(7.098333333, -75.63027778)",Fuerza pública
HUILA,41,SAN AGUSTÍN,41668,Rural,Vereda La Esperanza,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.815,-76.35277778,Accidente por MAP,"(1.815, -76.35277778)",Fuerza pública
HUILA,41,SAN AGUSTÍN,41668,Rural,Vereda La Esperanza,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.818611111,-76.34611111,Accidente por MAP,"(1.818611111, -76.34611111)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Pela Huevo,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.174542454,-75.77025458,Accidente por MAP,"(7.174542454, -75.77025458)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Pela Huevo,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.174542454,-75.77025458,Accidente por MAP,"(7.174542454, -75.77025458)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda Maracaibo,2010,6,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.041111111,-73.88361111,Accidente por MAP,"(3.041111111, -73.88361111)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda Maracaibo,2010,6,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.041111111,-73.88361111,Accidente por MAP,"(3.041111111, -73.88361111)",Fuerza pública
META,50,VISTAHERMOSA,50711,Rural,Vereda Maracaibo,2010,6,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.041111111,-73.88361111,Accidente por MAP,"(3.041111111, -73.88361111)",Fuerza pública
CHOCO,27,EL CARMEN DEL DARIEN,27150,Rural,Caño Claro,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.285,-76.72277778,Accidente por MAP,"(7.285, -76.72277778)",Fuerza pública
CHOCO,27,EL CARMEN DEL DARIEN,27150,Rural,Caño Claro,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.285,-76.72277778,Accidente por MAP,"(7.285, -76.72277778)",Fuerza pública
CHOCO,27,EL CARMEN DEL DARIEN,27150,Rural,Caño Claro,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.285,-76.72277778,Accidente por MAP,"(7.285, -76.72277778)",Fuerza pública
CHOCO,27,EL CARMEN DEL DARIEN,27150,Rural,Río Jiguamiando,2010,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.216944444,-76.72527778,Accidente por MAP,"(7.216944444, -76.72527778)",Fuerza pública
